gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
CCDC129	0	NA	NA	NA	NA
CCDC144NL	2.16527514577191	0.00897192051781107	0.183459418964228	0.722612449940814	NA
CCDC152	2.96588183172893	-0.0212934722170917	0.184254206967369	0.473781083893461	NA
CCDC154	2.12749108562908	0.0052826244037622	0.183044350523541	0.846382916169345	NA
CCDC155	1.87961935174279	-0.028807089209937	0.187458256974926	0.0923611155131782	NA
CCDC158	0.111548257819013	-0.000412596183942292	0.184906812641843	1	NA
CCDC166	0.382556238368856	-0.000464449595153093	0.184904868950794	1	NA
CCDC169-SOHLH2	1.0285969129339	0.00229464324152741	0.184089612254164	0.897957989846431	NA
CCDC27	0.267329363429421	0.0072123873465239	0.185028188460848	0.543410898400752	NA
CCDC33	1.23731633634416	0.000696348474781184	0.184386927096015	0.98388936332479	NA
CCDC36	0.401007699815414	0.000338337410603206	0.184535722366726	0.99078657457703	NA
CCDC37	0.111548257819013	-0.000412596183942292	0.184906812641843	1	NA
CCDC42	0.104027249105564	-0.000407965192588257	0.184906854769599	1	NA
CCDC48	1.71075215997453	0.00773845633112543	0.183889421325347	0.72063369548539	NA
CCDC54	0	NA	NA	NA	NA
CCDC60	1.43802979062593	0.00991623270707345	0.184999136135025	0.65019653343259	NA
CCDC63	0.75222267305429	0.00996823086930543	0.184613252712255	0.549273320511518	NA
CCDC64B	4.51315654850162	-0.00395838423784115	0.18135918170627	0.91126775323225	NA
CCDC67	0.352778147354518	-0.00771066619460678	0.185016300892966	0.504069466385706	NA
CCDC70	0.129861596500583	-0.00333074217087265	0.184911339111921	0.769142730912541	NA
CCDC79	5.12861091801583	-0.00152886889526993	0.180048344884369	0.96778343429573	NA
CCDC83	0.183916154245518	0.00424749973951617	0.184889885664685	0.821957428709284	NA
CCK	0.967866236458743	-0.00871267563475846	0.184954432543015	0.577287597025031	NA
CCKAR	4.33760354157362	-0.0576829120081759	0.195740323206656	0.0698027015655455	NA
CCL1	0.0798889051399545	0.00422810658511014	0.184900569799211	0.831367713942131	NA
CCL11	0.111548257819013	-0.000412596183942292	0.184906812641843	1	NA
CCL13	0	NA	NA	NA	NA
CCL14	0	NA	NA	NA	NA
CCL14-CCL15	0	NA	NA	NA	NA
CCL15	0.111368293034921	-0.00323151115669896	0.18490690724056	0.769142730912541	NA
CCL16	0	NA	NA	NA	NA
CCL17	0.111548257819013	-0.000412596183942292	0.184906812641843	1	NA
CCL18	0.488303074932435	-0.00952611995754309	0.185096474241997	0.420402276482574	NA
CCL19	0	NA	NA	NA	NA
CCL21	0	NA	NA	NA	NA
CCL22	0.351214973238877	0.00962876314974357	0.185116678368625	0.475671332035411	NA
CCL23	0	NA	NA	NA	NA
CCL24	0.111368293034921	-0.00323151115669896	0.18490690724056	0.769142730912541	NA
CCL25	0.902185252174334	-0.0195827816582109	0.186123195055903	0.120377434532136	NA
CCL26	2.57764390950028	-0.0240934091427318	0.185125039727716	0.387286565963487	NA
CCL27	1.0100074561012	-0.00734525178940626	0.18432766035576	0.661905513729543	NA
CCL28	0.709187545531891	-0.0131048979173653	0.185355423175127	0.281856412503273	NA
CCL3	0	NA	NA	NA	NA
CCL3L1	0	NA	NA	NA	NA
CCL3L3	0	NA	NA	NA	NA
CCL4	1.8191252824928	0.0222110313596736	0.185659511753016	0.30746355006016	NA
CCL4L1	0	NA	NA	NA	NA
CCL4L2	0	NA	NA	NA	NA
CCL5	1.91551695156164	0.0188295951043347	0.185767632431393	0.320688363123104	NA
CCL7	0.941346042855038	0.00240072171024891	0.184043535309992	0.896384536105601	NA
CCL8	1.42844850367218	0.0209289150215139	0.185668906801482	0.273085307235407	NA
CCR1	1.50769734777602	-0.0211322212744623	0.185954632421962	0.204119314537771	NA
CCR2	0.111368293034921	-0.00323151115669896	0.18490690724056	0.769142730912541	NA
CCR3	0.45478347639017	0.00183985281517091	0.184466164738798	0.900457101550664	NA
CCR5	0.233888845606147	-0.00428824378489973	0.184912192484127	0.734760659508148	NA
