Geneid	WT_C_1	WT_C_2	WT_C_3	WT_E_1	WT_E_2	WT_E_3
YDR356W	611	583	820	541	544	425
YDR357C	925	1261	963	3111	3742	3208
YDR358W	621	556	1037	2110	3612	3571
YDR359C	351	194	253	621	612	679
YDR360W	9	7	6	13	8	16
YDR361C	1842	2041	2029	799	471	505
YDR362C	681	635	699	1112	1104	1044
YDR363W	471	330	445	603	457	646
tK(CUU)D1	1	1	3	1	0	0
YDR363W-A	3359	4001	3534	6252	6210	5569
YDR364C	635	519	616	748	576	672
YDR365C	2350	1598	3268	688	204	2401
YDR365W-A	0	0	0	0	0	0
YDR365W-B	0	2	59	5	4	74
YDR366C	17	14	17	12	11	18
YDR367W	871	592	621	573	636	648
YDR368W	1929	1881	2510	4857	5084	5785
YDR369C	373	391	266	842	722	593
YDR370C	582	601	830	453	468	558
YDR371W	602	576	786	801	1095	1365
YDR371C-A	0	0	0	0	0	0
YDR372C	3267	3352	3822	4017	3787	3411
YDR373W	1808	2128	1984	1346	1783	1712
YDR374C	2	22	8	92	130	55
YDR374W-A	379	517	429	688	827	777
YDR375C	1323	1291	1462	2608	2578	2080
YDR376W	885	923	1127	1876	2037	1938
YDR377W	3391	4107	2856	6833	6324	6524
YDR378C	1989	2378	2216	1711	1746	1986
YDR379W	761	775	903	1206	1459	1690
YDR379C-A	382	450	615	1099	1543	1602
YDR380W	5009	4014	5773	7583	5998	2908
YDR381W	8253	8984	9398	6597	6591	7429
YDR381C-A	578	780	559	2366	3115	2455
YDR382W	19175	20064	19564	6118	3700	7200
YDR383C	722	942	858	624	619	689
YDR384C	779	541	687	57	101	182
YDR385W	4834	3790	4445	2357	1263	1556
YDR386W	506	473	513	524	574	566
YDR387C	511	499	917	1348	1264	1475
YDR388W	2133	1728	2578	5227	6005	7204
YDR389W	405	427	491	541	679	531
YDR390C	1632	1402	1597	1257	1318	1288
tG(CCC)D	0	0	0	0	0	0
YDR391C	1576	1530	1436	3271	4386	4600
YDR392W	937	888	1145	1556	1903	1611
YDR393W	875	790	772	1454	1388	1127
YDR394W	3995	3243	4370	8165	7648	7137
YDR395W	1624	1478	1358	1273	680	701
YDR396W	107	123	81	117	157	93
YDR397C	166	153	198	257	201	177
YDR398W	1557	924	1176	1002	367	375
YDR399W	6301	6828	4786	2081	1036	1000
YDR400W	463	422	474	610	496	414
YDR401W	1	0	0	1	2	0
YDR402C	11	7	16	23	45	28
YDR403W	135	100	56	198	220	168
YDR404C	1848	1868	2112	1303	1464	1766
YDR405W	583	539	929	1834	2610	1872
YDR406W	328	305	382	827	2247	2768
YDR406W-A	1	1	5	16	70	32
YDR407C	788	736	952	848	823	921
YDR408C	2021	2126	1831	1009	901	1293
YDR409W	368	411	463	399	487	497
YDR410C	947	983	1156	637	620	806
YDR411C	1130	1053	1008	1518	2050	1758
YDR412W	245	246	243	141	76	112
YDR413C	14	18	26	12	12	8
YDR414C	683	696	835	558	746	579
YDR415C	1031	1062	1143	665	769	1028
YDR416W	751	731	786	785	596	634
YDR417C	8	7	7	4	3	8
YDR418W	3813	3331	3949	1489	980	1418
YDR419W	703	590	676	984	784	846
tS(AGA)D3	4	2	3	0	2	0
YDR420W	339	412	449	536	396	387
YDR421W	439	418	487	895	844	896
YDR422C	384	260	487	632	615	628
YDR423C	640	511	580	1285	1273	1234
YDR424C	1683	2059	1525	2348	2803	2368
YDR425W	919	819	545	493	581	681
YDR426C	8	18	9	9	17	7
YDR427W	4610	5094	5381	9307	7880	6839
YDR428C	981	967	659	1076	1014	876
YDR429C	8086	8586	7933	5477	3625	4231
YDR430C	801	747	922	2805	3173	2127
YDR431W	0	0	0	0	0	1
YDR432W	1378	1396	2095	1982	1215	1681
YDR433W	42	35	52	59	44	39
YDR434W	1645	1620	2001	2096	1906	1890
YDR435C	760	607	946	801	1210	1320
YDR436W	379	351	458	848	1454	1333
YDR437W	76	54	92	77	79	106
YDR438W	248	156	257	378	353	351
YDR439W	244	167	207	298	346	364
YDR440W	509	400	475	332	358	329
YDR441C	525	407	324	720	634	294
YDR442W	13	8	9	19	24	18
YDR443C	228	128	206	364	251	344
YDR444W	561	393	552	477	473	594
YDR445C	1	1	0	0	0	0
tK(CUU)D2	0	0	0	0	0	0
YDR446W	13	23	19	10	15	19
YDR447C	12566	14995	12997	4768	2575	4160
YDR448W	368	353	577	340	370	555
YDR449C	756	827	757	383	98	152
YDR450W	24099	26489	23483	9768	6934	11193
YDR451C	958	704	587	377	621	761
YDR452W	1987	1874	2697	2632	3235	4208
YDR453C	270	331	388	3963	8553	11715
YDR454C	6345	6984	6456	3003	2556	4198
YDR455C	2	0	2	1	5	2
YDR456W	1065	785	1195	727	1089	1092
YDR457W	1247	1457	1361	1972	1996	1505
YDR458C	1300	1161	1245	1435	1514	1637
YDR459C	707	716	823	602	727	828
YDR460W	812	659	781	1150	1395	1170
YDR461W	997	938	1653	491	494	781
YDR461C-A	340	475	510	1330	1871	2257
YDR462W	549	551	649	1423	1792	1215
YDR463W	1217	1035	1090	1764	2019	2212
YDR464W	510	538	656	749	547	451
YDR464C-A	0	0	0	0	0	0
YDR465C	1750	1594	1590	702	109	180
YDR466W	472	326	539	676	588	932
YDR467C	57	81	89	105	199	111
YDR468C	1463	1611	1484	2436	2576	2148
YDR469W	1463	1567	1340	1192	902	915
YDR470C	402	288	567	701	938	916
YDR471W	15362	16205	14156	5845	2350	4603
snR13	36	30	29	12	10	19
YDR472W	744	572	629	547	712	628
YDR473C	801	798	868	1249	1353	1370
YDR475C	1002	771	1294	1892	2012	2597
YDR476C	711	594	749	1635	1858	1198
YDR477W	644	596	997	952	1476	1470
YDR478W	336	332	267	306	188	176
YDR479C	501	521	796	1287	2042	2163
YDR480W	516	487	443	255	428	457
YDR481C	2689	2322	2845	1809	1945	2162
YDR482C	647	603	687	838	1230	922
YDR483W	3167	2920	4209	4203	3883	4682
YDR484W	532	460	625	736	756	799
YDR485C	825	717	920	1428	1304	1486
YDR486C	1734	1910	1581	4220	3891	3783
YDR487C	5407	4422	4290	3750	3096	2947
YDR488C	157	115	163	190	180	154
YDR489W	220	129	163	169	347	230
YDR490C	392	263	560	1208	1728	1789
YDR491C	103	62	75	421	277	162
YDR492W	958	665	524	3999	2414	1199
YDR493W	763	914	678	2133	1973	1390
YDR494W	2376	2752	2253	7288	6014	3854
YDR495C	448	405	513	672	586	597
YDR496C	2738	2206	2604	1413	257	472
YDR497C	25682	22847	18146	7135	2601	2984
YDR498C	670	528	777	653	952	1045
YDR499W	551	625	654	402	391	478
YDR500C	7353	7310	7357	3216	2236	2987
YDR501W	211	185	199	227	273	168
YDR502C	10121	9727	4268	1653	619	646
YDR503C	285	199	304	305	518	407
YDR504C	141	154	176	283	308	179
YDR505C	1049	981	1360	2390	1797	1774
YDR506C	180	129	304	477	451	577
tL(CAA)D	0	2	0	0	0	0
YDR507C	1123	934	999	885	440	188
YDR508C	3533	2494	3119	1195	1558	2157
YDR509W	1	2	3	3	2	1
YDR510W	1576	1345	1936	1429	2368	2269
YDR510C-A	27	39	24	25	46	40
YDR511W	784	891	666	2808	3037	2031
YDR512C	977	1247	1117	2807	3506	3450
YDR513W	2763	3047	3964	6210	9659	9968
YDR514C	1105	1188	1013	871	320	443
YDR515W	781	641	744	1613	1060	884
YDR516C	1468	1412	5851	5463	7977	7459
YDR517W	1292	1155	1955	2209	2445	2379
YDR518W	686	686	1048	1001	1013	1188
YDR519W	1899	2429	1714	2291	1932	1518
YDR520C	368	336	469	484	415	503
YDR521W	1	2	3	1	1	4
YDR522C	39	26	63	48	48	64
YDR523C	54	78	113	55	62	28
YDR524C	659	500	467	709	527	476
YDR524W-C	5526	5552	6916	2710	1532	2155
YDR524C-B	14936	14432	16264	8593	4789	7345
YDR524C-A	3	0	1	3	0	0
YDR525W	2	2	4	0	0	1
YDR525W-A	176	196	215	302	335	279
YDR526C	1	0	2	2	3	3
YDR527W	474	394	569	384	278	307
snR84	144	210	148	121	51	50
YDR528W	270	229	226	169	295	266
YDR529C	8077	9304	4821	12785	14250	12704
YDR530C	751	496	704	1708	1852	2062
YDR531W	2444	2351	2415	1603	1357	1620
YDR532C	562	739	776	622	766	878
YDR533C	5694	5391	2836	25288	27919	22967
YDR534C	36	36	48	46	97	89
YDR535C	24	24	18	24	118	45
YDR536W	95	93	97	283	291	215
YDR537C	4	4	5	7	2	8
YDR538W	83	69	67	62	41	51
YDR539W	1201	1083	1188	1669	1483	1473
YDR540C	264	380	123	183	226	237
YDR541C	378	463	550	458	531	549
YDR542W	2	0	2	0	0	0
YDR543C	0	0	0	0	1	0
YDR544C	0	0	0	0	2	0
YDR545W	0	1	0	1	2	0
YDR545C-A	0	0	0	0	0	0
YOL166W-A	0	0	0	0	0	0
YOL166C	0	0	0	0	1	0
YOL165C	22	23	5	38	65	9
YOL164W-A	17	30	21	71	115	71
YOL164W	627	711	980	928	779	793
YOL163W	33	46	31	124	210	156
YOL162W	32	38	18	123	274	134
YOL161C	0	0	0	0	0	0
YOL160W	28	31	6	41	44	10
YOL159C-A	168	193	151	724	572	384
YOL159C	360	458	353	891	1015	721
YOL158C	2078	1623	2782	657	752	948
YOL157C	70	105	151	372	248	397
YOL156W	49	48	42	177	126	93
YOL155W-A	28	25	12	19	15	9
YOL155C	1343	1085	968	5120	5520	2032
YOL154W	2531	2118	478	178	173	218
YOL152W	191	189	210	220	176	150
YOL151W	4607	4632	4038	10942	13100	11600
YOL150C	0	2	3	9	17	7
YOL149W	1574	1865	1683	1363	1182	1046
YOL148C	811	683	770	814	845	970
YOL147C	1217	1242	759	2228	1802	1421
YOL146W	735	920	855	753	775	786
YOL145C	2110	2042	2325	2158	1836	2032
YOL144W	564	484	475	340	209	251
YOL143C	2990	3206	7976	5518	5161	14311
YOL142W	728	585	1034	605	657	690
YOL141W	96	47	56	73	22	20
YOL140W	2466	2059	596	869	639	618
YOL139C	11888	12877	11629	6066	3870	5324
YOL138C	424	424	496	795	814	793
YOL137W	656	519	531	827	728	703
YOL136C	1926	1418	2349	4587	876	997
YOL135C	287	236	320	330	483	469
YOL134C	0	1	9	2	2	7
YOL133W	357	399	352	525	575	574
YOL132W	61	53	122	100	143	153
YOL131W	6	3	22	106	117	132
YOL130W	1098	801	1139	537	616	844
YOL129W	2796	3205	3388	4582	5999	6549
YOL128C	487	545	428	516	583	277
YOL127W	22521	23754	22643	8933	5180	8188
YOL126C	587	341	2291	1660	3515	9169
YOL125W	638	667	825	478	308	458
YOL124C	1134	1073	1193	492	130	218
YOL123W	3518	2693	3903	1752	2782	2830
YOL122C	938	896	1087	1173	1651	2558
YOL121C	14015	14310	12712	4963	2749	4838
YOL120C	18126	16322	18122	7322	4565	6845
YOL119C	1508	1388	1415	2096	2194	1983
YOL118C	213	241	221	258	208	257
YOL117W	245	217	283	679	680	787
YOL116W	543	404	524	584	761	740
YOL115W	814	741	957	494	439	633
YOL114C	103	130	200	84	191	276
YOL113W	863	1010	1085	1172	1618	718
YOL112W	1031	1074	827	979	1329	1137
YOL111C	734	479	685	713	1036	1192
YOL110W	307	375	435	743	1028	746
YOL109W	16940	19479	12478	4655	4287	2515
tG(UCC)O	1	2	0	0	0	5
YOL108C	983	1301	928	760	1014	944
YOL107W	455	374	461	210	402	342
YOL106W	31	20	21	23	37	32
tT(AGU)O1	0	0	5	0	0	0
YOL105C	343	275	443	208	462	384
YOL104C	91	104	155	87	40	121
YOL103W-B	28	38	86	33	22	100
YOL103W-A	0	0	0	0	0	0
YOL103W	1634	1739	1993	2794	1663	1894
YOL102C	851	961	982	1032	991	1008
YOL101C	96	40	128	5593	4677	2545
YOL100W	334	263	348	728	798	763
YOL099C	7	14	13	15	25	11
YOL098C	1215	1162	1328	1837	1438	1339
snR58	36	45	49	27	19	23
YOL097W-A	48	81	61	44	36	39
YOL097C	6116	5776	5725	3032	1960	2634
YOL096C	649	589	752	2032	2541	2342
YOL095C	230	221	276	334	358	402
YOL094C	714	607	720	813	593	595
YOL093W	1204	1018	809	771	333	415
YOL092W	2501	2081	2414	636	610	906
YOL091W	351	362	312	141	95	187
YOL090W	825	972	1007	680	694	638
YOL089C	328	280	324	501	604	563
YOL088C	825	681	824	1504	1585	1282
YOL087C	983	925	1581	2114	2454	2654
YOL086W-A	904	1192	739	1542	2010	1893
YOL086C	48788	41531	52928	39066	28171	46947
YOL085W-A	10	12	19	52	72	63
YOL085C	13	6	12	17	20	16
YOL084W	100	115	130	337	2311	1522
YOL083W	230	222	290	2121	2103	2854
YOL083C-A	0	0	0	0	0	0
YOL082W	1076	791	1165	3040	4649	4280
YOL081W	651	803	953	1208	1408	1110
YOL080C	524	614	384	309	115	95
YOL079W	0	0	0	0	0	0
YOL078W	515	486	542	754	567	638
YOL077W-A	2788	2989	1862	4944	4842	4905
YOL077C	4111	4179	3484	956	205	489
YOL076W	614	669	661	404	361	510
YOL075C	269	307	265	674	529	550
YOL073C	603	548	839	875	1637	1983
YOL072W	396	255	430	572	658	728
YOL071W	521	393	471	2516	3706	2484
YOL070C	1405	1305	1087	590	729	1049
YOL069W	448	390	433	342	465	571
YOL068C	1738	1501	1833	2091	1860	1842
YOL067C	397	240	343	559	282	498
YOL066C	563	447	511	602	792	988
YOL065C	451	472	647	892	1208	1326
YOL064C	6007	6650	3888	3139	2937	2470
YOL063C	589	546	669	892	1145	1189
YOL062C	1962	1876	2030	2560	2112	1961
YOL061W	2576	2450	2298	2089	1361	1765
YOL060C	591	504	718	1197	1535	1516
YOL059W	4339	3923	2939	1494	1272	1545
YOL058W	23458	20598	13477	2456	3029	6115
YOL057W	1201	1080	1482	2099	2041	2048
YOL056W	1016	1181	1263	891	835	941
YOL055C	628	557	431	1271	1470	1075
tG(GCC)O1	3	4	0	1	0	2
tN(GUU)O1	0	2	0	2	0	0
YOL054W	508	390	558	758	769	579
YOL053W	690	757	1050	1702	2210	2041
YOL052C-A	251	227	929	5282	9545	8818
YOL052C	1032	650	786	817	569	722
snR81	17	27	18	13	4	2
YOL051W	585	416	539	605	551	709
YOL050C	8	6	16	9	23	9
YOL049W	2888	2628	3066	3508	4084	4385
YOL048C	876	939	1178	486	1761	1896
YOL047C	76	67	210	93	431	1191
YOL046C	2	1	2	4	1	0
YOL045W	491	554	748	600	753	562
YOL044W	616	622	596	875	779	662
YOL043C	388	288	304	830	917	861
YOL042W	911	979	862	1157	1180	1004
YOL041C	2401	2050	2254	1214	414	589
YOL040C	12010	9385	11297	5247	4047	5816
YOL039W	7935	6229	7311	3114	2247	3684
YOL038C-A	45	81	98	221	332	319
YOL038W	4504	4343	3840	8550	9682	7838
YOL037C	4	4	6	10	2	10
YOL036W	733	428	774	1204	977	1080
YOL035C	36	35	26	64	85	40
snR50	42	52	39	19	20	15
YOL034W	436	427	491	531	519	352
YOL033W	588	735	632	1763	1466	1087
YOL032W	1023	1319	1337	1780	4776	4198
YOL031C	1120	1179	1135	1510	1230	790
YOL030W	3079	2194	2411	1101	1514	2252
YOL029C	618	570	534	358	407	364
YOL028C	421	266	258	219	152	252
YOL027C	1850	1146	1480	2996	2406	2142
YOL026C	848	883	1012	1240	1557	1621
tS(GCU)O	2	0	0	0	0	0
YOL025W	256	219	310	466	601	497
YOL024W	7	6	14	5	28	22
YOL023W	467	393	404	1052	1394	832
YOL022C	1699	1582	1753	1370	871	773
tG(GCC)O2	8	5	3	4	3	0
YOL021C	1295	1172	1236	1140	932	862
YOL020W	1853	1697	1650	1015	526	915
tY(GUA)O	0	1	0	0	0	0
YOL019W-A	0	0	1	0	0	1
YOL019W	1169	713	534	657	627	348
YOL018C	921	898	1092	2484	2347	1761
YOL017W	450	383	349	364	325	253
YOL016C	4628	5869	5905	6581	9019	6808
YOL015W	93	67	210	111	206	217
YOL014W	753	1026	786	20	65	213
YOL013W-B	2	8	8	9	8	10
YOL013W-A	38	53	44	15	19	9
tP(UGG)O1	0	0	0	0	0	0
YOL013C	946	852	1168	2695	2837	2256
YOL012C	1408	1154	1308	803	954	926
YOL011W	1815	1493	2597	3945	1395	1866
YOL010W	1363	1191	1062	895	292	332
YOL009C	332	363	436	716	923	837
YOL008W	396	349	385	457	678	595
YOL007C	685	353	523	336	363	128
YOL006C	1542	1281	1302	1286	1123	1241
YOL005C	788	497	649	709	1265	1142
YOL004W	1142	1300	1384	1810	2181	1883
YOL003C	666	532	713	770	813	838
YOL002C	1185	1475	1808	11527	8231	10335
YOL001W	373	364	461	617	651	639
YOR001W	910	637	700	555	355	454
YOR002W	1567	1466	1929	2215	2007	2132
YOR003W	352	411	324	715	972	999
YOR004W	1805	2055	1574	507	124	167
YOR005C	526	472	401	1188	1508	1116
YOR006C	1458	1583	1411	1108	737	889
YOR007C	8861	8710	8673	20967	21833	19636
tR(ACG)O	2	0	0	0	0	0
YOR008C	2511	2358	3033	1544	2230	2435
YOR008C-A	4	5	26	6	8	22
YOR008W-B	13	6	17	6	1	14
YOR009W	109	65	140	46	74	140
YOR010C	86	61	165	85	118	191
YOR011W	168	166	190	154	181	127
tT(AGU)O2	9	11	7	1	0	0
YOR011W-A	0	4	12	1	5	5
YOR012W	74	73	123	80	83	150
YOR013W	115	98	136	115	100	204
YOR014W	1339	1161	1708	2148	2169	2195
YOR015W	339	487	424	565	819	536
YOR016C	1380	1403	1416	700	981	1177
YOR017W	413	338	485	358	507	577
YOR018W	580	489	725	578	1042	1427
YOR019W	382	342	526	701	1026	1049
YOR020C	5028	5281	4951	10981	13557	10448
YOR020W-A	1233	1439	1202	5081	5475	5234
YOR021C	3091	3595	3539	2380	1791	1934
YOR022C	338	384	450	1001	892	828
YOR023C	455	316	663	809	1544	1418
YOR024W	2	1	2	6	12	12
YOR025W	688	466	411	292	837	943
YOR026W	759	692	726	331	499	343
YOR027W	3497	2936	4338	8171	12435	12995
YOR028C	547	531	585	359	1145	1736
YOR029W	27	45	30	22	25	30
YOR030W	298	283	420	453	354	484
YOR032C	454	351	284	650	372	378
YOR032W-A	9	19	24	18	27	9
YOR033C	864	897	1053	766	967	816
YOR034C	343	413	433	474	546	390
YOR034C-A	44	54	66	113	188	53
YOR035C	433	477	558	1404	1167	865
YOR036W	1864	2028	1871	5518	5788	4182
YOR037W	791	767	722	1136	1109	991
YOR038C	455	348	500	400	429	514
YOR039W	2165	1939	2126	2080	1761	1972
YOR040W	535	626	628	2402	2453	2124
snR9	144	193	179	380	562	377
YOR041C	0	1	4	1	5	4
YOR042W	854	877	1249	2457	4126	3816
snR62	28	43	33	59	77	54
YOR043W	1848	1601	1847	1709	2303	2318
YOR044W	1017	1277	977	1882	1168	1000
YOR045W	1710	1961	1907	2816	2679	2468
YOR046C	3457	3196	3543	2599	2047	2568
YOR047C	2136	2062	2503	1607	944	1068
YOR048C	1186	1005	1344	1403	885	718
YOR049C	178	136	159	597	856	608
YOR050C	65	45	75	83	80	156
YOR051C	4609	4467	3925	4108	1990	2091
YOR052C	3749	4486	4338	8493	7706	5506
YOR053W	2	4	3	3	25	7
YOR054C	479	513	850	908	1646	1834
YOR055W	19	15	33	16	26	70
YOR056C	1873	1817	1468	983	579	553
YOR057W	723	660	733	1074	1132	1047
YOR058C	527	451	452	1527	809	854
tK(UUU)O	18	27	16	10	13	17
YOR059C	1248	1304	1140	4103	3241	2410
YOR060C	389	348	346	499	306	411
YOR061W	2517	2383	2542	2596	2187	2247
YOR062C	637	569	1323	1391	1715	1359
YOR063W	37554	38957	46529	17357	6493	13000
YOR064C	673	777	622	641	610	715
YOR065W	2264	1918	1084	3925	5056	3941
YOR066W	340	276	468	584	603	988
YOR067C	960	909	1381	1119	1139	1302
YOR069W	1047	1094	1264	2241	2128	1855
YOR068C	0	0	0	0	0	0
YOR070C	484	483	668	567	1034	1022
YOR071C	551	407	356	608	477	494
YOR072W	27	29	20	31	30	23
YOR072W-A	14	24	18	24	30	28
tP(UGG)O2	0	0	0	0	0	0
YOR072W-B	0	0	0	1	0	0
YOR073W	440	391	493	194	235	339
YOR074C	414	346	480	220	222	294
YOR073W-A	0	0	0	0	0	1
YOR075W	891	1045	1012	1062	1290	1029
YOR076C	579	487	552	682	804	863
YOR077W	182	130	250	203	167	363
YOR078W	2045	2052	1359	936	477	627
YOR079C	1044	1198	924	727	673	640
YOR080W	491	560	527	938	569	604
YOR081C	523	306	455	508	564	558
YOR082C	5	1	8	4	6	4
YOR083W	71	52	65	70	73	111
YOR084W	145	134	249	152	306	399
YOR085W	803	634	738	688	830	782
YOR086C	1681	1562	2205	3195	4483	4985
tN(GUU)O2	2	2	2	2	0	0
YOR087W	1036	903	1147	723	1036	1205
YOR089C	3268	3970	3822	7123	7941	6105
YOR090C	970	789	1012	1528	1629	1745
YOR091W	1393	908	837	610	387	512
YOR092W	1389	930	1195	1466	727	1144
YOR093C	608	684	771	698	784	702
YOR094W	896	950	920	927	869	802
YOR095C	2106	2267	2069	1108	104	187
YOR096W	24788	27224	25106	9250	4711	8400
YOR097C	678	746	768	1205	1455	1670
YOR098C	870	649	895	821	834	785
YOR099W	3326	3386	4127	4011	4175	3649
YOR100C	44	43	96	120	216	266
YOR101W	1982	1678	1767	723	535	455
YOR102W	12	20	16	13	8	3
YOR103C	207	261	214	321	263	213
YOR104W	405	477	354	531	605	567
YOR105W	9	16	12	14	36	16
YOR106W	764	682	832	1455	1613	1246
YOR107W	1100	855	1034	3206	182	300
YOR108W	2850	2218	2488	417	240	540
YOR108C-A	0	0	0	0	0	0
YOR109W	691	640	865	1148	1554	1450
YOR110W	892	841	1160	1356	1766	1999
YOR111W	520	565	586	918	978	853
YOR112W	714	551	710	740	698	724
YOR113W	140	67	181	168	201	291
YOR114W	199	192	182	422	635	364
YOR115C	1667	2012	1641	1607	1443	1458
YOR116C	977	972	1139	891	661	485
YOR117W	4003	3952	5183	8580	7366	7276
YOR118W	1161	1116	1431	1445	1855	1757
YOR119C	907	773	784	943	513	599
YOR120W	1363	1132	1128	12169	15893	13139
YOR121C	108	107	117	338	600	433
YOR122C	7948	8734	8446	10070	9900	11354
YOR123C	2091	1574	2386	2141	2446	2492
YOR124C	1061	1051	1528	2894	2993	3146
YOR125C	1270	1488	1404	3715	3720	3731
YOR126C	516	484	675	700	883	934
YOR127W	1042	864	936	1000	886	834
YOR128C	486	426	1115	737	740	1802
YOR129C	328	279	285	249	195	236
YOR130C	2646	2871	2378	774	935	1128
tD(GUC)O	63	66	65	10	29	10
YOR131C	1427	1902	1703	2608	3000	2481
YOR132W	690	444	904	1109	2005	1697
YOR133W	2645	2383	3121	1725	1219	1359
YOR134W	336	362	488	5690	3737	3304
YOR135C	156	120	183	188	146	181
YOR136W	5348	4454	6491	6372	5924	6316
YOR137C	645	732	1254	932	1344	1346
YOR138C	997	901	1387	2184	2701	2735
YOR139C	1	0	0	4	0	1
YOR140W	127	115	142	222	231	249
YOR141C	755	531	673	910	839	967
YOR142W	2567	2099	2606	4428	5389	5081
tG(CCC)O	17	23	14	7	5	4
YOR142W-B	2	1	2	4	1	2
YOR142W-A	0	0	0	0	0	0
YOR143C	1435	1602	1121	1048	857	665
YOR144C	413	354	435	403	326	306
YOR145C	1844	1996	1513	1223	844	714
YOR146W	0	0	0	0	0	0
YOR147W	840	895	1228	959	1141	1466
YOR148C	657	734	808	910	889	1060
YOR149C	426	333	513	490	418	486
YOR150W	1240	1189	1024	3160	3142	1863
YOR151C	3143	3358	3593	3559	2933	2712
YOR152C	89	102	150	331	692	522
YOR153W	1447	1351	2996	7274	6619	6956
YOR154W	818	749	714	727	397	407
YOR155C	1139	960	1384	2657	2772	2836
YOR156C	180	116	163	256	251	246
YOR157C	1802	1371	1756	3357	4477	3919
YOR158W	1683	1636	1759	3183	2954	2294
YOR159C	1163	1391	1167	1114	1122	1301
YOR160W	602	493	490	543	702	762
YOR161C	823	725	1676	202	1710	1710
YOR161W-A	0	0	0	0	0	0
YOR161W-B	0	0	0	0	0	0
YOR161C-C	11	9	14	9	15	21
YOR162C	414	386	440	783	1193	916
YOR163W	1181	1053	1259	2133	2800	2758
YOR164C	1736	1899	2349	2164	2008	2502
YOR165W	1490	1515	1507	1899	1614	1262
YOR166C	791	807	1099	986	498	607
YOR167C	9533	10880	9083	4248	3283	4496
YOR168W	3131	2751	3482	1801	954	1676
YOR169C	14	22	22	6	13	8
YOR170W	34	38	21	28	42	32
YOR171C	1118	774	987	907	915	1045
YOR172W	609	677	1009	857	895	924
YOR173W	549	363	1111	11137	20371	16676
YOR174W	1092	1291	1393	1078	1011	1114
YOR175C	1604	1733	2917	3048	3737	3742
YOR176W	1626	1662	2108	2423	4761	4972
tV(AAC)O	25	44	29	8	12	8
YOR177C	93	64	91	189	177	198
YOR178C	336	362	513	529	788	608
YOR179C	777	846	647	2362	1333	1035
YOR180C	111	126	230	158	183	327
YOR181W	147	104	202	211	361	484
YOR182C	6824	7935	6596	3145	2465	3056
YOR183W	12	6	13	2	2	2
YOR184W	5325	4894	6640	2626	2007	3507
snR36	22	32	44	21	23	9
YOR185C	563	399	795	4072	5964	5884
YOR186W	5	5	44	84	380	604
YOR186C-A	0	0	0	0	0	0
YOR187W	4746	4080	4731	11701	10679	9018
YOR188W	597	359	490	507	371	294
YOR189W	1046	1219	994	2078	2065	1866
YOR190W	130	158	201	231	227	226
YOR191W	637	637	756	1003	821	896
YOR192C	108	103	92	226	253	122
YOR192C-C	22	52	28	30	68	41
YOR192C-B	101	241	90	291	229	86
YOR192C-A	0	0	0	0	0	0
tM(CAU)O1	4	12	3	3	4	1
YOR193W	569	635	776	580	868	757
YOR194C	2443	2412	2501	2593	3151	2928
YOR195W	807	780	825	675	470	292
YOR196C	1589	1489	1623	1232	1503	1549
YOR197W	1686	1798	1984	2975	3424	2861
YOR198C	3281	3128	3351	4159	3890	2355
YOR199W	18	10	23	26	26	30
YOR200W	0	0	0	0	0	0
YOR201C	1265	1113	1147	1329	966	1119
YOR202W	1130	948	1821	929	447	1762
YOR203W	8	17	37	7	3	14
YOR204W	1077	1141	1163	1452	466	557
YOR205C	522	391	427	714	558	560
YOR206W	2732	2571	2321	1081	244	412
YOR207C	1156	978	1114	932	486	440
YOR208W	418	497	509	1437	1736	1241
YOR209C	4324	3557	3684	6842	5548	4226
YOR210W	2351	2615	2023	1506	926	1110
YOR211C	614	606	696	1135	1306	1011
YOR212W	1969	1761	2428	1211	937	1103
YOR213C	669	655	693	787	712	460
YOR214C	9	15	16	8	17	8
YOR215C	2424	2865	2745	8403	8916	8596
YOR216C	1472	1454	1593	1144	1119	1266
YOR217W	969	711	985	962	678	911
YOR218C	0	1	1	4	4	2
YOR219C	753	809	1521	1101	1462	1604
YOR220W	2406	2113	2716	5758	7000	6182
YOR221C	467	356	533	675	916	715
YOR222W	8105	8519	7063	1441	1579	2017
snR35	94	132	118	40	43	62
YOR223W	339	352	547	540	1008	1104
YOR224C	3581	3434	2974	1565	1318	1796
YOR225W	101	78	117	49	56	45
YOR226C	734	547	640	343	372	517
YOR227W	718	776	852	1563	2653	2688
YOR228C	327	320	488	679	1323	1392
YOR229W	322	317	338	278	304	429
YOR230W	4027	3076	3612	7508	13821	12181
YOR231W	557	538	827	593	587	758
YOR231C-A	0	0	0	0	0	0
YOR232W	4885	5120	5589	6555	5604	5575
YOR233W	812	567	630	569	412	505
YOR234C	10472	12128	9882	4477	2113	3538
YOR235W	8	10	15	17	22	18
snR17a	100	114	91	69	55	148
YOR236W	570	440	540	424	375	284
YOR237W	21	18	57	146	412	309
YOR238W	613	495	547	867	845	748
YOR239W	1708	1134	1785	1584	1528	1337
YOR241W	1908	1803	1823	2028	1571	1567
YOR242C	75	104	95	73	102	96
YOR243C	2091	1896	2093	1192	506	602
YOR244W	1059	1076	1558	1411	1225	1493
YOR245C	860	913	1183	1385	1876	1946
YOR246C	2194	2615	2750	1243	1048	1674
YOR247W	2064	1540	1347	935	666	331
