	WT_C_1	WT_C_2	WT_C_3	WT_E_1	WT_E_2	WT_E_3
YHR154W	9.59771466129592	9.49035904825423	9.50802475368915	9.01487938182224	8.33769963543798	8.11804130516476
YHR155W	8.51308308072698	8.42699190696464	8.57139931438785	8.45751771676919	8.85032202454474	8.8744026550846
snR71	4.78978976214704	4.71990039623014	4.72873719776102	4.35187586719643	4.7823970365037	4.70536921165498
YHR156C	8.81122708885648	8.91460702861363	8.75292465629847	9.0825553572518	8.98164997592682	8.84434063296583
YHR157W	6.35130561916534	6.53897015305557	6.96545743657885	6.85621917201752	6.91131982492928	6.96740194582113
YHR158C	9.76930675898859	9.76534365531596	9.77099277056426	9.20847477383653	9.18104113654067	9.38356547069933
YHR159W	8.21484817624391	8.06876291354871	8.32549112212677	8.61033991729355	8.83768011433075	8.8382733226863
YHR160C	6.98873028377713	6.87185630626192	7.27268239731923	8.1737947636743	8.33201403092409	8.78890931255012
YHR161C	11.1038268617937	11.1023969316351	11.3451728824663	10.9875849153675	11.3009030398764	11.574455820847
YHR162W	13.6520242871656	13.8501847321245	13.4465036950681	12.9468996191635	13.0684394203511	13.0059165859271
YHR163W	12.2202171123173	12.1649689727033	12.108257680731	11.6054047269498	11.72798923757	11.6669508959652
YHR164C	8.67300777541575	8.82888451197069	8.79133134658454	9.23346075956339	9.16903348609197	8.98192035244536
YHR165C	10.2557960015271	10.4497273369422	10.3697369986417	10.3510027490489	10.3585450043874	10.3167401001842
YHR165W-A	0.196315118747578	0.201530971667696	0.187701658909207	0.254108571034274	0.174566371086502	0.175311648234718
YHR166C	9.40648186218267	9.64784644537811	9.37528006790385	9.28006928948557	9.55243725933521	9.30949518276059
YHR167W	9.00262868186491	9.14963911032576	9.11103175438167	8.59885881494548	8.7534575720469	8.6774722426453
YHR168W	8.83310306835064	8.62063525999095	8.83595768116089	9.02885055632924	9.16868664688196	9.11840640089722
YHR169W	9.89511593843408	9.66941293374873	9.47100865497393	9.00880868901268	8.47098794517903	8.49768739325538
YHR170W	11.4565238661404	11.4431822691315	11.3802262117706	10.5984904102173	9.44961152181876	9.63671919378626
YHR171W	8.61216917615644	8.43230705114691	8.93386664078829	9.07924222331832	9.68074434649551	9.57807470278396
YHR172W	8.00112766183038	7.90189424972214	7.78070163929996	6.83906737731132	6.8370348977511	6.79783432157006
YHR173C	5.99207761745291	5.84165406408263	5.65867421846023	4.97350360530285	5.51872689705457	4.96469974741882
YHR174W	15.6483761069719	15.5766141017534	15.5912537785924	14.6401821903241	14.3845265866779	14.7828093366927
YHR175W	9.9867524971907	9.88045086234382	10.016321642544	10.2246031075163	9.97843343282525	9.96329610045931
YHR175W-A	6.88271827769149	6.77913169659714	6.9149475939719	6.92003934759985	7.0801624252234	6.71667297878923
YHR176W	7.69956752912398	7.53289608449199	7.82760491539423	8.60272564599317	8.87159509191821	8.72477659261813
